GaugeID,Stream Order,Maximal Flow Length,Downvalley Length,Drainage Area,Catchment Relief,Catchment Length,Catchment Perimeter,Sinuosity Index,Form Factor,Relief Ratio,Elongation Ratio,Circularity Ratio,Lemniscates Value,Drainage Texture,Drainage Density,Compactness Coefficient,Wandering Ratio,Fitness Ratio,Basin Magnitude,Channel Frequency,Drainage Intensity,Infiltration Number,Ruggedness Number,No. of Firstorder Streams,No. of Secondorder Streams,No. of Thirdorder Streams,No. of Fourthorder Streams,No. of Fifthorder Streams,No. of Sixthorder Streams,No. of Seventhorder Streams,No. of Eigthorder Streams,Firstorder Streams Length,Secondorder Streams Length,Thirdorder Streams Length,Fourthorder Streams Length,Fifthorder Streams Length,Sixthorder Streams Length,Seventhorder Streams Length,Eighthorder Streams Length,Firstorder Streams  Mean  Length,Secondorder Streams  Mean Length,Thirdorder Streams Mean Length,Fourthorder Streams Mean Length,Fifthorder Streams Mean Length,Sixthorder Streams Mean Length,Seventhorder Streams Mean Length,Eighthorder Streams Mean Length,FirstSecond Stream Length Ratio,SecondThird Stream Length Ratio,ThirdForth Stream Length Ratio,FourthFifth Stream Length Ratio,FifthSixth Stream Length Ratio,SixthSeventh Stream Length Ratio,SeventhEighth Stream Length Ratio,FirstSecond Bifurcation Ratio,SecondThird Bifurcation Ratio,ThirdForth Bifurcation Ratio,FourthFifth Bifurcation Ratio,FifthSixth Bifurcation Ratio,Sixthseventh Bifurcation Ratio,SeventhEighth Bifurcation Ratio,Annual Mean Temperature,Mean Diurnal Range,Isothermality,Temperature Seasonality,Max Temperature of Warmest Month,Min Temperature of Coldest Month,Temperature Annual Range,Mean Temperature of Wettest Quarter,Mean Temperature of Driest Quarter,Mean Temperature of Warmest Quarter,Mean Temperature of Coldest Quarter,Annual Precipitation,Precipitation of Wettest Month,Precipitation of Driest Month,Precipitation Seasonality,Precipitation of Wettest Quarter,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Coldest Quarter,KoppenGeiger Climate Type,2015_GDP_PPP,2010_GDP_PPP,2005_GDP_PPP,2000_GDP_PPP,1995_GDP_PPP,1990_GDP_PPP,2010_GDP_PC_PPP,2015_GDP_PC_PPP,2005_GDP_PC_PPP,2000_GDP_PC_PPP,1995_GDP_PC_PPP,1990_GDP_PC_PPP,Night Light,Road Density,Urban percentage,2010_HDI,2015_HDI,2005_HDI,2000_HDI,1995_HDI,1990_HDI,Population Count,Population Density,Land cover,Soil type,lithology type
INDOFLOODS-gauge-308,5,192726.0938,116788.1484,12608.52539,785,131660.8125,695523.3125,1.65021956,0.72736305,0.00596229,2.40E-10,0.327529758,1.374829292,0.000319184,0.000161083,1.759749174,1.463807583,0.277095079,172,1.76E-08,0.000109305,2.84E-12,0.126449972,172,37,9,3,1,,,,987477.6875,512323.625,279685.2813,220217.875,31311.84375,,,,5741.149414,13846.58398,31076.14258,73405.96094,31311.84375,,,,0.518820465,0.545915246,0.787377417,0.142185748,,,,4.648648739,4.111111164,3,3,,,,25.322399,10.954857,41.089035,456.752956,38.145051,11.479861,26.66519,27.105104,19.304418,30.645275,19.22319,1327.521877,333.244213,2.771116,114.936239,902.239806,25.634581,271.27785,36.593434,Tropical,107133734.6,77010373.33,50695137.33,40067377.82,30600094.35,26209228.64,2243.509479,2918.114486,1590.365528,1344.580488,1148.152526,1109.451812,4.28743,241.691824,25.96309485,0.479470069,0.515843668,0.443096497,0.408376222,0.380269383,0.353815856,4975459,392.509168,Cropland,Luvisols,Metamorphics
INDOFLOODS-gauge-318,3,42982.29688,30920.61523,551.1911621,847,36609.11719,114719.375,1.390085459,0.411266863,0.023136314,4.12E-09,0.526306272,2.431511164,0.00011332,0.000155007,1.388215423,1.174087286,0.374673396,10,2.36E-08,0.000152156,3.66E-12,0.131290883,10,2,1,,,,,,31966.66211,49980.28516,3491.513428,,,,,,3196.66626,24990.14258,3491.513428,,,,,,1.563512802,0.069857813,,,,,,5,2,,,,,,25.245559,8.771383,58.013448,143.634677,33.101687,17.979601,15.122086,24.311452,25.210864,27.466641,24.17385,5887.263804,2166.796012,0.496933,148.417688,4863.346626,5.838957,201.891104,3761.661043,Tropical,55391201.75,40345506.25,28696364.56,19756616.06,14152878.69,10489827.5,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,0.314377,354,1.315789474,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,96317.12527,181.787073,No dominant class,Acrisols,No dominant class
INDOFLOODS-gauge-319,4,127419.5781,97785.86719,3298.440918,552,100640.2969,319578.8125,1.303046942,0.325660348,0.00548488,6.13E-10,0.405847251,3.070683956,0.000175231,0.000151761,1.580865264,1.266089082,0.398710966,43,1.70E-08,0.000111872,2.58E-12,0.083771802,43,9,3,1,,,,,246173.9063,92599.05469,140640.8906,21159.23242,,,,,5724.974609,10288.78418,46880.29688,21159.23242,,,,,0.376152992,1.518815637,0.15044865,,,,,4.777777672,3,3,,,,,24.244818,10.761735,56.086204,217.895015,34.524937,15.330933,19.194004,23.728458,24.071864,27.32367,21.646546,770.187908,167.716006,1.33417,87.78182,423.558455,7.539388,133.620923,64.086302,Tropical,696193281.4,492973433.2,334615683,220245511.6,151504351.3,106779797.8,5119.719323,6659.177282,3846.718692,2823.256303,2193.197179,1775.823774,19.868362,1484.3,32.44191144,0.655875555,0.705631667,0.606119503,0.558625055,0.520177164,0.483990947,6336434,1905.966541,Cropland,Lixisols,No dominant class
INDOFLOODS-gauge-32,6,639711.4375,421990.8438,66450.61719,1525,424555.75,1498839.375,1.515936732,0.368663013,0.00359199,3.24E-11,0.371705264,2.712504387,0.000748579,0.00016425,1.651873589,1.506778359,0.426804543,875,1.69E-08,0.000102799,2.77E-12,0.250480592,875,194,44,6,2,1,,,5755048,2778756.5,1333108.625,395859.9375,518155.375,133557.1094,,,6577.197754,14323.4873,30297.92383,65976.65625,259077.6875,133557.1094,,,0.482838124,0.479750067,0.296945006,1.308936119,0.257754952,,,4.510309219,4.409090996,7.333333492,3,2,,,25.490368,10.781986,55.467851,218.188066,35.971121,16.529331,19.441791,24.801398,25.237016,28.685834,23.192533,872.331244,250.941546,0.773427,97.685835,547.840941,5.965662,113.43955,84.188304,Arid,148058713,107430040.7,74575972.66,51388268.79,36614571.55,27014332.68,5134.779646,6678.766119,3793.339868,2798.786895,2174.930377,1764.629504,1.954816,368.501241,6.180017227,0.646025725,0.695034614,0.597016902,0.550235723,0.512365234,0.476722452,16220290,242.609831,Cropland,Vertisols,Metamorphics
INDOFLOODS-gauge-324,3,129473.6406,84465.21875,2832.652344,781,89357.27344,303810.8125,1.532863379,0.354759037,0.008740195,7.45E-10,0.385652989,2.818814754,0.000177742,0.00016068,1.621727228,1.448943496,0.426165342,43,1.91E-08,0.000118642,3.06E-12,0.125490904,43,10,1,,,,,,237443.5938,104671.9844,113034.3672,,,,,,5521.943848,10467.19824,113034.3672,,,,,,0.44082883,1.079891324,,,,,,4.300000191,10,,,,,,23.454827,9.48203,55.584655,174.344912,32.572852,15.485494,17.087358,22.565565,22.824148,26.129663,21.910312,3309.852607,1203.635887,0.893096,135.978678,2614.62074,10.092339,192.637635,644.07457,Tropical,141850432.8,102075114.8,71165699.65,48039057.64,33817932.03,24540718.37,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,1.959886,416.393939,5.012658228,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,512144.9588,179.436443,No dominant class,No dominant class,Metamorphics
INDOFLOODS-gauge-338,6,837830.6875,488994.5313,124893.2734,1068,508287.25,2072318.375,1.713374376,0.483415544,0.002101174,1.97E-11,0.36545673,2.068613529,0.000977649,0.000158562,1.665935516,1.64834094,0.404296309,1603,1.62E-08,0.000102306,2.57E-12,0.169344589,1603,339,63,16,4,1,,,10218051,5087824.5,2002799.375,1169442,998446.625,326808.4688,,,6374.330078,15008.33203,31790.4668,73090.125,249611.6563,326808.4688,,,0.497925133,0.393645525,0.58390373,0.853780389,0.32731691,,,4.728613377,5.380952358,3.9375,4,4,,,25.574006,12.323344,53.473511,270.384537,37.640241,14.541651,23.098589,24.89556,24.573767,29.365429,22.592952,916.106897,270.300607,0.885781,105.381346,589.984421,8.111772,95.488455,34.628366,Arid,238246807.7,172261621.9,118483949.8,80236068.35,64655342.95,45483146.02,6175.570897,8032.514714,4552.131793,3319.235634,2939.469931,2334.404913,4.076186,379.501299,10.69785839,0.689669132,0.741988906,0.637349463,0.587407891,0.546978979,0.508928272,40810310,324.698378,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-345,3,73532.94531,51432.32422,1641.223389,286,57130.10156,182624.0781,1.429702997,0.502849162,0.005006117,1.53E-09,0.618388593,1.988668084,0.000142369,0.000170535,1.280694127,1.287113905,0.402646512,20,1.58E-08,9.29E-05,2.70E-12,0.048773088,20,5,1,,,,,,152013.0156,91629.99219,36243.48047,,,,,,7600.650879,18325.99805,36243.48047,,,,,,0.602777302,0.395541668,,,,,,4,5,,,,,,26.347972,12.77988,54.521328,272.738205,38.5909,15.14817,23.44273,25.50244,26.037298,30.302003,23.361713,895.328388,202.498516,1,98.499964,520.080119,9.113254,88.547478,36.706726,Arid,46323575.9,34187482.5,24338254.05,17020269.33,14212861.43,10316831.05,6273.7581,8160.226,4627.36644,3369.78508,3013.49748,2389.57058,0.354714,351.47619,0.25751073,0.694312714,0.74698476,0.641640776,0.591362944,0.55066182,0.512354914,293648.5623,176.969174,Cropland,Vertisols,No dominant class
INDOFLOODS-gauge-346,2,32433.39648,25964.69141,287.3398438,930,29631.64258,95176.27344,1.24913466,0.32725358,0.03138537,7.06E-09,0.398610115,3.055734396,4.20E-05,0.000136499,1.595151782,1.094552755,0.340771854,3,1.39E-08,0.000101984,1.90E-12,0.126944229,3,1,,,,,,,23563.04492,15658.60645,,,,,,,7854.348145,15658.60645,,,,,,,0.664540887,,,,,,,3,,,,,,,25.455932,8.746109,58.948037,138.962836,33.114409,18.27781,14.8366,24.501009,25.410038,27.604035,24.380547,6177.069164,2212.072046,0.501441,146.30316,5073.181556,6.308357,227.919308,4169.56196,Tropical,33853740.75,24680133.75,17581058.13,12123392,8698202.5,6458797.9,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,0.134376,138.75,2.941176471,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,57734.06895,198.248675,Forest,No dominant class,No dominant class
INDOFLOODS-gauge-349,3,57956.10156,18712.64453,1027.7146,658,37357.28906,150432.3906,3.097162485,0.736413658,0.017613698,2.96E-09,0.570689201,1.357932448,0.000152893,0.000149937,1.333141804,1.551400065,0.385263443,17,2.24E-08,0.000149261,3.36E-12,0.098658815,17,5,1,,,,,,70326.61719,46419.76953,37346.47656,,,,,,4136.859863,9283.954102,37346.47656,,,,,,0.66005975,0.80453819,,,,,,3.400000095,5,,,,,,24.2457,8.909653,56.442748,147.800259,32.19992,16.40192,15.798,23.524947,24.019813,26.495467,23.015893,3792.6632,1555.756,0.012,154.162354,3152.2968,4.0176,145.1616,91.9704,Tropical,64024952.5,46498654.58,32918035.58,22561370.92,16100180.33,11878589.54,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,0.269804,302.416667,0.559440559,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,149588.8331,143.613437,Mosaic vegetation,Cambisols,No dominant class
INDOFLOODS-gauge-355,3,44138.82813,35216.05078,584.7731323,339,41058.04688,126186.9063,1.253372431,0.346889257,0.008256603,3.57E-09,0.4614968,2.882764578,0.000126796,0.000164235,1.482490182,1.075034738,0.349789292,12,2.74E-08,0.000166597,4.49E-12,0.055675514,12,3,1,,,,,,53305.53125,12642.82031,30091.60938,,,,,,4442.127441,4214.273438,30091.60938,,,,,,0.237176523,2.380134344,,,,,,4,3,,,,,,21.883817,9.164144,56.423476,163.116036,30.708062,14.464215,16.243847,20.864144,21.007213,24.387294,20.541961,3232.602546,1251.308345,1,141.861669,2525.775106,8.564356,219.497878,452.476662,Tropical,55424462.67,40567157,29089034.67,20189603.5,14570350.5,10893759.33,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,0.839865,423.166667,6.356968215,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,78278.13036,132.446878,No dominant class,No dominant class,No dominant class
INDOFLOODS-gauge-361,4,191142.1094,122980,8031.312988,597,128386.2422,479913.2813,1.554253578,0.487247437,0.004650031,3.08E-10,0.438198477,2.052345276,0.000266715,0.000158303,1.521390557,1.488805175,0.398284674,102,1.59E-08,0.000100678,2.52E-12,0.094506972,102,20,5,1,,,,,688777.5625,326680.5313,137769.25,118154.6953,,,,,6752.721191,16334.02637,27553.84961,118154.6953,,,,,0.474290311,0.421724707,0.857627511,,,,,5.099999905,4,5,,,,,24.364776,10.596556,56.921836,204.515279,34.462644,15.840954,18.62169,23.73721,24.46953,27.375826,22.099733,649.492496,156.858244,1.082237,92.760919,350.199116,6.177118,135.322368,52.947368,Arid,210584598.9,152278560.3,107026111.6,72822247.72,51623392.63,37783337.3,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,5.040742,382.757576,16.03655259,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,2709152,336.714521,Cropland,Luvisols,Metamorphics
INDOFLOODS-gauge-363,5,148325.1719,116519.5547,8276.728516,310,120351.9766,570628.5,1.272963762,0.571415842,0.002575778,3.24E-10,0.319419682,1.750039101,0.000268125,0.000154305,1.781949282,1.232428193,0.259932995,116,1.85E-08,0.000119799,2.85E-12,0.047834441,116,27,7,2,1,,,,639562.75,363765.3438,159193.1094,114616.5234,,,,,5513.472168,13472.79004,22741.87305,57308.26172,,,,,0.568771958,0.437625825,0.719984174,,,,,4.29629612,3.857142925,3.5,2,,,,26.573554,12.629596,49.489564,341.108253,40.144363,14.624457,25.519906,25.86451,23.413592,31.19633,22.620095,890.639558,213.773928,1.448522,111.933367,595.552848,9.884518,63.414073,22.707379,Tropical,150788174.9,109817738.8,74448140.69,52052740.9,38342323,28218703.02,5345.479672,6952.821879,3870.920612,2873.934398,2290.103921,1850.537647,1.75252,296.877551,5.470347648,0.643900789,0.692748483,0.595053175,0.548425874,0.510679947,0.475154396,2129545,254.600017,Cropland,Vertisols,No dominant class
INDOFLOODS-gauge-364,4,102404.4219,72547.72656,3250.029541,1538,81256.13281,300538.5,1.411545515,0.492237866,0.018927801,7.65E-10,0.452165008,2.031538248,0.000179677,0.000160922,1.49770987,1.260267019,0.340736449,42,1.66E-08,0.00010325,2.67E-12,0.247498691,42,8,3,1,,,,,304713.75,106162.3438,62400.69141,49725.86328,,,,,7255.089355,13270.29297,20800.23047,49725.86328,,,,,0.348400235,0.587785542,0.796880007,,,,,5.25,2.666666746,3,,,,,25.23341,8.652662,59.788241,143.211101,32.918849,18.439098,14.47975,24.162167,25.265198,27.444074,24.072831,4119.114875,1498.571829,1.000509,137.191865,3155.771014,10.342078,279.03999,2632.965104,Tropical,50500098.8,36786349.63,26171705.02,18025599.02,12919894.06,9582173.151,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,0.789112,218.309524,13.35676626,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,725418.2488,220.396265,Mosaic vegetation,No dominant class,Metamorphics
INDOFLOODS-gauge-369,5,302106.5313,189812.8125,14490.60156,1197,195423.5938,671399.75,1.591602445,0.379430652,0.006125156,1.51E-10,0.403955877,2.635527611,0.000378314,0.000159498,1.584561825,1.545906186,0.449965209,199,1.75E-08,0.000109898,2.80E-12,0.190919295,199,42,9,3,1,,,,1214115.625,506812.1563,379480.9688,154940.1875,55875.38281,,,,6101.083496,12066.95605,42164.55078,51646.73047,55875.38281,,,,0.417433202,0.748760581,0.408295006,0.360625505,,,,4.738095284,4.666666508,3,3,,,,24.139654,10.132309,55.212869,196.100523,34.074467,15.713389,18.361078,23.393424,23.97989,27.138874,22.327184,1590.677298,524.835181,0.647905,107.676671,1115.567855,7.430724,154.475979,260.157826,Tropical,154762262.9,112075837.1,78965452.75,53864978.62,38274377.73,28093005.21,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,1.989589,392.508671,8.193152583,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,3925171,269.846351,Cropland,No dominant class,Metamorphics
INDOFLOODS-gauge-372,3,44966.71875,35876.44141,689.8464355,1791,39174.71094,127866.6563,1.253377318,0.449511528,0.045718271,3.45E-09,0.53020972,2.224637032,0.000101668,0.000154559,1.38309598,1.147850633,0.351668835,9,1.88E-08,0.000121926,2.91E-12,0.276815414,9,3,1,,,,,,54134.05469,24653.87109,27834.14453,,,,,,6014.89502,8217.957031,27834.14453,,,,,,0.45542258,1.128996968,,,,,,3,3,,,,,,26.281306,8.736721,60.246968,139.019763,33.821238,19.318689,14.502549,25.218912,26.39106,28.438734,25.115817,4578.466019,1592.430825,1.004854,136.432145,3570.964806,9.071602,258.260922,3028.925971,Tropical,112692567.8,81829545.4,57905251.1,39663447.7,28282653.55,20847393.55,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,0.874983,206.5,16.63157895,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,223113.4547,322.538945,Mosaic vegetation,Acrisols,No dominant class
INDOFLOODS-gauge-376,5,654491.5,387402.9375,53425.38672,1050,391114.7813,1456955.125,1.689433455,0.349252254,0.002684634,3.92E-11,0.316275239,2.863260031,0.000582722,0.000154854,1.790785551,1.673400044,0.44921872,682,1.59E-08,0.000102621,2.46E-12,0.162596524,682,135,26,5,1,,,,4251124,2129094.5,919132.75,548761.6875,425013.0625,,,,6233.319824,15771.07031,35351.25781,109752.3359,425013.0625,,,,0.500830948,0.431701243,0.597042918,0.774494767,,,,5.051851749,5.192307472,5.199999809,5,,,,24.886114,11.508619,55.013738,225.251972,35.944398,15.023709,20.92069,24.082293,24.532564,28.19022,22.581033,1081.826247,342.483466,0.644068,105.006073,706.011856,8.935753,106.736811,43.517281,Arid,239589982.6,173519552.2,120454167.9,81811399.33,64132066.66,45638973.4,5833.850283,7588.041539,4330.248945,3159.186384,2702.643662,2157.882645,4.059788,406.990895,14.18872328,0.679267951,0.730798666,0.627737326,0.578548944,0.538729762,0.501252919,18345460,340.909181,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-391,6,779901.6875,448903.4375,69118.5,984,466040.625,1567224.125,1.737348437,0.318234116,0.002111404,2.89E-11,0.353624165,3.142340422,0.000728677,0.000160907,1.693578005,1.673462868,0.497632504,893,1.65E-08,0.000102683,2.66E-12,0.158332437,893,197,37,11,3,1,,,5736929,2895583.5,1083666.75,620680.3125,515907.625,268879.4688,,,6424.33252,14698.39355,29288.29102,56425.48438,171969.2031,268879.4688,,,0.504727066,0.374248147,0.57275939,0.831197023,0.52117753,,,4.532994747,5.324324131,3.363636255,3.666666746,3,,,26.036242,12.964304,52.313638,304.49916,38.883264,14.091585,24.791679,25.449786,24.542314,30.198491,22.547545,796.841783,218.433271,1.063813,105.636883,506.128421,7.471986,88.329141,28.24403,Arid,241359932.9,174262081.3,118948595.5,80329733.29,66240403,46150223.69,6475.886622,8423.132892,4748.840714,3460.572177,3148.491972,2490.201072,4.18777,363.564554,8.275665554,0.699056652,0.752088586,0.646024836,0.595403478,0.554424257,0.515855613,22000810,316.610158,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-394,5,383689.8125,253031.2344,36889.80078,1392,264462.4063,1216617.25,1.516373277,0.527446508,0.005263508,6.98E-11,0.313190252,1.895926833,0.000503034,0.000158526,1.799583673,1.450829268,0.315374285,478,1.66E-08,0.000104651,2.63E-12,0.220668584,478,105,23,5,1,,,,3041328,1357403.375,850671.75,470864,127735.9063,,,,6362.61084,12927.65137,36985.72656,94172.79688,127735.9063,,,,0.446319312,0.626690447,0.553520203,0.271279842,,,,4.552381039,4.565217495,4.599999905,5,,,,23.715155,10.187543,57.902121,186.664871,33.259013,15.656218,17.602795,23.025353,23.870415,26.477189,21.804663,1094.228818,315.202844,1.956052,96.554501,655.059654,12.499989,182.191588,171.051228,Tropical,244598578.8,176200390.4,122631951.9,82808154.13,57882711.68,41900114.83,5191.661374,6752.751725,3893.014131,2855.0879,2199.850634,1772.704765,5.142273,478.663657,16.61250538,0.673323242,0.721019107,0.622243574,0.57348567,0.534014988,0.496866136,16778960,452.847923,Cropland,Luvisols,Metamorphics
INDOFLOODS-gauge-395,3,104290.1719,81224.74219,2236.875732,467,86004.60938,249845.2656,1.283970475,0.302411556,0.005429942,8.71E-10,0.450307816,3.306751728,0.000124077,0.000141541,1.500795245,1.212611437,0.417419046,25,1.39E-08,9.79E-05,1.96E-12,0.06609951,25,5,1,,,,,,116957.5078,164018.2031,35633.26172,,,,,,4678.300293,32803.64063,35633.26172,,,,,,1.402374268,0.217251867,,,,,,5,5,,,,,,24.18665,11.075734,54.916098,200.537812,34.717443,14.556409,20.161034,23.430001,23.979661,27.1836,22.318245,1886.774945,750.746176,0.27094,132.46966,1423.737436,9.079024,128.291697,57.328842,Tropical,286026137.4,206355699.9,141289730.8,95118285.67,77949691.46,54626087.58,6648.178742,8647.231833,4880.253337,3549.032858,3278.075833,2586.768133,6.450916,493.791667,23.87301587,0.707117828,0.7607613,0.653474479,0.602269379,0.560817604,0.521804203,1053845,467.127082,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-396,2,22147.66602,20719.40625,346.3018188,1074,24801.36719,80613.66406,1.068933487,0.562993705,0.043304063,7.68E-09,0.669649124,1.776218891,7.44E-05,0.000147645,1.23070085,0.893001795,0.274738371,5,1.73E-08,0.000117349,2.56E-12,0.158570796,5,1,,,,,,,38541.06641,12588.6875,,,,,,,7708.213379,12588.6875,,,,,,,0.326630503,,,,,,,5,,,,,,,26.20665,8.800333,60.101153,138.080467,33.728429,19.085786,14.642643,25.205611,26.252161,28.347756,25.1,5338.281796,1880.451372,1,141.162262,4271.266833,7.708229,248.027431,3659.029925,Tropical,98934160,71943466.67,51034122,35043615.33,25045990.67,18512575.33,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,0.582648,150.666667,4.310344828,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,54009.51624,161.186132,Mosaic vegetation,No dominant class,No dominant class
INDOFLOODS-gauge-397,4,123383.7266,84360.10156,2771.248779,393,87872.03125,255313.9375,1.462583899,0.358900607,0.004472413,7.66E-10,0.534239888,2.786286831,0.000129253,0.000146689,1.377869248,1.404129624,0.483262807,25,1.19E-08,8.12E-05,1.75E-12,0.05764889,25,5,2,1,,,,,197653.1563,121395.3828,67108.03125,20355.94141,,,,,7906.126465,24279.07617,33554.01563,20355.94141,,,,,0.614183903,0.552805483,0.303330928,,,,,5,2.5,2,,,,,23.672495,10.915003,55.22015,193.316319,34.11412,14.35154,19.76258,22.911326,23.634655,26.618807,21.945845,2221.388437,916.792272,0.101685,140.795923,1726.677804,9.472109,147.223417,62.830622,Tropical,200282730.8,145349799.2,100834754.4,68617650.89,55422114.72,39393881.68,6403.991367,8329.619333,4715.3271,3432.132133,3105.524733,2458.161033,3.152123,449.888889,17.80475468,0.698766667,0.7517766,0.645756847,0.595156487,0.554194267,0.515641623,907800.3368,322.495934,No dominant class,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-403,2,21117.91211,13541.17871,249.5108185,1720,18805.39453,66075.92969,1.559532762,0.705544591,0.091463119,1.19E-08,0.718145907,1.417344809,7.57E-05,0.000162243,1.1884197,1.122970939,0.319600672,4,2.00E-08,0.000123514,3.25E-12,0.279057324,4,1,,,,,,,26513.24805,13968.04297,,,,,,,6628.312012,13968.04297,,,,,,,0.526832581,,,,,,,4,,,,,,,24.111944,7.819667,61.89092,128.119914,30.856333,18.216667,12.639667,22.985444,24.471056,26.081167,22.981167,3958.893333,1333.393333,4.4,126.932303,2885.376667,35.15,334.226667,2745.753333,Tropical,143122168,105650745,73591971,48729559,31553490.5,22589640.5,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,0.148103,313.5,12.64367816,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,243663.451,983.64525,Forest,Cambisols,No dominant class
INDOFLOODS-gauge-407,2,78008.39063,60043.53125,903.4658203,1260,63740.97656,169079.6094,1.299197197,0.22236903,0.019767504,1.85E-09,0.397135884,4.497029305,6.51E-05,0.000155527,1.598109722,1.223834276,0.461370766,10,1.22E-08,7.83E-05,1.89E-12,0.195963949,10,1,,,,,,,83092.77344,57420.5,,,,,,,8309.277344,57420.5,,,,,,,0.691040814,,,,,,,10,,,,,,,25.500226,8.282744,60.442038,137.014031,32.759099,19.055147,13.703952,24.375996,25.733425,27.612883,24.316498,4530.490809,1583.151654,1.42739,133.115149,3417.129596,13.872243,335.607537,2919.232537,Tropical,49484661,36378164.17,25827571.67,17626542.61,12231318.67,9015555.7,5238.081444,6813.13,3924.622556,2857.248811,2186.680889,1758.585111,0.387082,233.222222,3.514376997,0.692183802,0.736762844,0.639673336,0.589549664,0.548973367,0.510783927,244700.0317,267.729867,No dominant class,Cambisols,No dominant class
INDOFLOODS-gauge-411,3,75981.82031,43743.90625,1369.923584,926,48517.55469,185951.6406,1.736969233,0.581967235,0.019085875,1.97E-09,0.497858793,1.71830976,0.00011831,0.000168662,1.427325726,1.566068649,0.408610642,16,1.61E-08,9.52E-05,2.71E-12,0.156181067,16,5,1,,,,,,110566.3906,87720.8125,32766.91602,,,,,,6910.399414,17544.16211,32766.91602,,,,,,0.793376803,0.373536408,,,,,,3.200000048,5,,,,,,26.796426,7.941092,67.453663,107.86571,32.998474,21.225091,11.773382,25.992308,26.660633,28.472527,25.929141,3142.570208,726.050061,15.122711,88.907912,1797.159951,95.038462,472.800366,1321.702686,Tropical,374776591.5,275008184.1,189659120.5,124334992.5,79745385.56,56491238.88,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,6.366114,400.6875,41.99134199,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,779178.1188,561.951184,Cropland,Cambisols,No dominant class
INDOFLOODS-gauge-412,2,41100.99609,33222.47656,365.4744263,878,38233.03906,100029,1.237144232,0.25002265,0.022964431,4.85E-09,0.459002435,3.999637604,5.00E-05,0.000154728,1.48651278,1.075012565,0.410890788,4,1.37E-08,8.84E-05,2.12E-12,0.135851592,4,1,,,,,,,19878.25391,36671.04297,,,,,,,4969.563477,36671.04297,,,,,,,1.844781876,,,,,,,4,,,,,,,26.43013,8.070283,67.276571,107.001924,32.751322,20.753965,11.997357,25.726982,26.194126,28.102276,25.594603,2992.090308,696.768722,17.085903,87.269844,1699.030837,100.905286,442.881057,822.235683,Tropical,293541812.5,215876718,149420820.5,98304723.5,63255752.75,44972886,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,2.112197,299.25,21.07279693,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,185925.8378,482.092647,No dominant class,Cambisols,No dominant class
