EventID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-727-18,2019-10-26,2019-10-26,48.73,2019-10-26,1,,,,1,1,1,Flood
INDOFLOODS-gauge-731-1,2017-07-25,2017-08-13,14.3,2017-07-28,1,2424.44,2017-07-28,35540.39,20,4,17,Severe Flood
INDOFLOODS-gauge-731-2,2017-08-16,2017-08-25,11.25,2017-08-18,1,1727.99,2017-08-18,15525.8,10,3,8,Severe Flood
INDOFLOODS-gauge-731-3,2017-08-29,2017-09-05,10.0,2017-08-31,1,1426.93,2017-08-31,10733.87,8,3,6,Flood
INDOFLOODS-gauge-731-4,2017-09-20,2017-09-20,9.65,2017-09-20,1,1315.69,2017-09-20,1315.69,1,1,1,Flood
INDOFLOODS-gauge-731-5,2017-10-08,2017-10-08,9.48,2017-10-08,1,1260.0,2017-10-08,1260.0,1,1,1,Flood
INDOFLOODS-gauge-731-6,2017-10-22,2017-10-25,10.72,2017-10-23,1,1608.15,2017-10-23,5827.58,4,2,3,Severe Flood
INDOFLOODS-gauge-731-7,2018-08-02,2018-08-03,9.86,2018-08-02,1,802.21,2018-08-02,1552.63,2,1,2,Flood
INDOFLOODS-gauge-731-8,2018-08-07,2018-08-12,12.84,2018-08-08,1,2897.37,2018-08-08,13124.79,6,2,5,Severe Flood
INDOFLOODS-gauge-731-9,2018-08-23,2018-08-23,9.5,2018-08-23,1,673.3,2018-08-23,673.3,1,1,1,Flood
INDOFLOODS-gauge-731-10,2018-08-29,2018-09-13,11.3,2018-09-09,1,1200.0,2018-09-03,14324.87,16,12,5,Severe Flood
INDOFLOODS-gauge-731-11,2018-09-24,2018-09-24,9.76,2018-09-24,1,924.93,2018-09-24,924.93,1,1,1,Flood
INDOFLOODS-gauge-734-1,2018-07-23,2018-07-23,25.72,2018-07-23,1,,,,1,1,1,Flood
INDOFLOODS-gauge-739-1,1972-08-14,1972-08-14,38.46,1972-08-14,1,3905.0,1972-08-14,3905.0,1,1,1,Severe Flood
INDOFLOODS-gauge-739-2,1972-09-11,1972-09-13,38.74,1972-09-12,1,4425.8,1972-09-12,12368.3,3,2,2,Severe Flood
INDOFLOODS-gauge-739-3,1973-07-20,1973-07-21,39.23,1973-07-21,1,5550.0,1973-07-21,9521.3,2,2,1,Severe Flood
INDOFLOODS-gauge-739-4,1973-08-27,1973-08-28,37.95,1973-08-28,1,2586.4,1973-08-28,4939.1,2,2,1,Flood
INDOFLOODS-gauge-739-5,1973-09-02,1973-09-04,39.92,1973-09-03,1,8100.2,1973-09-03,13821.9,3,2,2,Severe Flood
INDOFLOODS-gauge-739-6,1973-09-25,1973-09-25,37.98,1973-09-25,1,2278.6,1973-09-25,2278.6,1,1,1,Flood
INDOFLOODS-gauge-739-7,1974-08-16,1974-08-17,39.01,1974-08-16,1,3902.4,1974-08-16,7663.3,2,1,2,Severe Flood
INDOFLOODS-gauge-739-8,1974-09-30,1974-09-30,38.0,1974-09-30,1,2737.9,1974-09-30,2737.9,1,1,1,Flood
INDOFLOODS-gauge-739-9,1975-08-19,1975-08-21,40.63,1975-08-19,1,10393.9,1975-08-19,19022.0,3,1,3,Severe Flood
INDOFLOODS-gauge-739-10,1976-08-14,1976-08-14,38.2,1976-08-14,1,2299.4,1976-08-14,2299.4,1,1,1,Flood
INDOFLOODS-gauge-739-11,1978-09-02,1978-09-03,38.53,1978-09-02,1,3253.6,1978-09-02,6026.7,2,1,2,Severe Flood
INDOFLOODS-gauge-739-12,1979-08-08,1979-08-09,39.18,1979-08-08,1,4936.24,1979-08-08,6989.94,2,1,2,Severe Flood
INDOFLOODS-gauge-739-13,1983-09-06,1983-09-07,37.94,1983-09-06,1,2509.39,1983-09-06,4981.39,2,1,2,Flood
INDOFLOODS-gauge-739-14,1983-09-17,1983-09-17,38.67,1983-09-17,1,4189.09,1983-09-17,4189.09,1,1,1,Severe Flood
INDOFLOODS-gauge-739-15,1984-06-24,1984-06-24,37.45,1984-06-24,1,2430.0,1984-06-24,2430.0,1,1,1,Flood
INDOFLOODS-gauge-739-16,1984-08-17,1984-08-18,38.13,1984-08-17,1,3019.59,1984-08-17,5680.09,2,1,2,Flood
INDOFLOODS-gauge-739-17,1984-08-27,1984-08-28,38.48,1984-08-27,1,3665.83,1984-08-27,5911.82,2,1,2,Severe Flood
INDOFLOODS-gauge-739-18,1985-08-06,1985-08-07,39.01,1985-08-07,1,4634.81,1985-08-07,9042.7,2,2,1,Severe Flood
INDOFLOODS-gauge-739-19,1985-08-28,1985-08-29,38.96,1985-08-28,1,4571.86,1985-08-28,7153.6,2,1,2,Severe Flood
INDOFLOODS-gauge-739-20,1985-09-05,1985-09-05,37.92,1985-09-05,1,3303.04,1985-09-05,3303.04,1,1,1,Flood
INDOFLOODS-gauge-739-21,1985-09-15,1985-09-16,38.36,1985-09-15,1,2930.73,1985-09-15,5118.68,2,1,2,Severe Flood
INDOFLOODS-gauge-739-22,1985-10-16,1985-10-17,39.67,1985-10-16,1,7974.02,1985-10-16,14710.43,2,1,2,Severe Flood
INDOFLOODS-gauge-739-23,1988-08-03,1988-08-04,39.17,1988-08-03,1,4293.6,1988-08-03,7365.4,2,1,2,Severe Flood
INDOFLOODS-gauge-739-24,1989-06-22,1989-06-22,37.98,1989-06-22,1,3028.7,1989-06-22,3028.7,1,1,1,Flood
INDOFLOODS-gauge-739-25,1989-08-04,1989-08-05,39.34,1989-08-04,1,5482.2,1989-08-04,10309.1,2,1,2,Severe Flood
INDOFLOODS-gauge-739-26,1990-06-15,1990-06-15,37.49,1990-06-15,1,2421.7,1990-06-15,2421.7,1,1,1,Flood
INDOFLOODS-gauge-739-27,1990-07-15,1990-07-15,37.68,1990-07-15,1,2834.8,1990-07-15,2834.8,1,1,1,Flood
INDOFLOODS-gauge-739-28,1991-07-23,1991-07-23,38.12,1991-07-23,1,3474.0,1991-07-23,3474.0,1,1,1,Flood
INDOFLOODS-gauge-739-29,1991-08-13,1991-08-14,38.9,1991-08-13,1,4760.0,1991-08-13,7519.0,2,1,2,Severe Flood
INDOFLOODS-gauge-739-30,1991-08-23,1991-08-23,37.7,1991-08-23,1,2525.0,1991-08-23,2525.0,1,1,1,Flood
INDOFLOODS-gauge-739-31,1993-07-16,1993-07-16,37.74,1993-07-16,1,4075.0,1993-07-16,4075.0,1,1,1,Flood
INDOFLOODS-gauge-739-32,1994-06-29,1994-06-29,38.65,1994-06-29,1,4223.0,1994-06-29,4223.0,1,1,1,Severe Flood
INDOFLOODS-gauge-739-33,1994-08-04,1994-08-04,38.33,1994-08-04,1,3754.0,1994-08-04,3754.0,1,1,1,Flood
INDOFLOODS-gauge-739-34,1995-08-09,1995-08-10,38.92,1995-08-09,1,5218.0,1995-08-09,8875.0,2,1,2,Severe Flood
INDOFLOODS-gauge-739-35,1996-06-23,1996-06-23,39.09,1996-06-23,1,5450.0,1996-06-23,5450.0,1,1,1,Severe Flood
INDOFLOODS-gauge-739-36,1996-08-07,1996-08-07,38.95,1996-08-07,1,5417.0,1996-08-07,5417.0,1,1,1,Severe Flood
INDOFLOODS-gauge-739-37,1997-06-29,1997-06-29,37.95,1997-06-29,1,3714.0,1997-06-29,3714.0,1,1,1,Flood
INDOFLOODS-gauge-739-38,1997-08-05,1997-08-06,39.3,1997-08-06,1,5762.0,1997-08-06,10140.0,2,2,1,Severe Flood
INDOFLOODS-gauge-739-39,1999-08-08,1999-08-08,38.45,1999-08-08,1,5106.0,1999-08-08,5106.0,1,1,1,Severe Flood
INDOFLOODS-gauge-739-40,1999-10-30,1999-10-31,39.5,1999-10-30,1,5856.0,1999-10-30,10316.0,2,1,2,Severe Flood
INDOFLOODS-gauge-739-41,2000-07-18,2000-07-18,37.9,2000-07-18,1,2289.18,2000-07-18,2289.18,1,1,1,Flood
INDOFLOODS-gauge-739-42,2000-09-15,2000-09-15,38.21,2000-09-15,1,2527.63,2000-09-15,2527.63,1,1,1,Flood
INDOFLOODS-gauge-739-43,2001-07-04,2001-07-04,38.24,2001-07-04,1,2787.93,2001-07-04,2787.93,1,1,1,Flood
INDOFLOODS-gauge-739-44,2001-07-12,2001-07-12,39.27,2001-07-12,1,2528.37,2001-07-12,2528.37,1,1,1,Severe Flood
INDOFLOODS-gauge-739-45,2001-07-22,2001-07-22,38.18,2001-07-22,1,2400.0,2001-07-22,2400.0,1,1,1,Flood
INDOFLOODS-gauge-739-46,2001-08-15,2001-08-15,38.75,2001-08-15,1,2500.0,2001-08-15,2500.0,1,1,1,Severe Flood
INDOFLOODS-gauge-739-47,2003-06-21,2003-06-21,37.54,2003-06-21,1,1235.78,2003-06-21,1235.78,1,1,1,Flood
INDOFLOODS-gauge-739-48,2003-07-31,2003-08-01,38.02,2003-07-31,1,1998.1,2003-07-31,3784.17,2,1,2,Flood
INDOFLOODS-gauge-739-49,2003-10-08,2003-10-09,37.95,2003-10-08,1,1892.84,2003-10-08,3667.74,2,1,2,Flood
INDOFLOODS-gauge-739-50,2004-08-21,2004-08-21,38.56,2004-08-21,1,3727.99,2004-08-21,3727.99,1,1,1,Severe Flood
INDOFLOODS-gauge-739-51,2005-06-28,2005-06-30,39.16,2005-06-29,1,4105.55,2005-06-29,8300.48,3,2,2,Severe Flood
INDOFLOODS-gauge-739-52,2005-07-30,2005-07-31,38.09,2005-07-30,1,2799.22,2005-07-30,5171.22,2,1,2,Flood
INDOFLOODS-gauge-739-53,2005-08-05,2005-08-05,37.58,2005-08-05,1,1600.56,2005-08-05,1600.56,1,1,1,Flood
INDOFLOODS-gauge-739-54,2006-08-01,2006-08-02,38.28,2006-08-02,1,2355.14,2006-08-02,4105.64,2,2,1,Flood
INDOFLOODS-gauge-739-55,2006-08-18,2006-08-18,37.55,2006-08-18,1,1688.0,2006-08-18,1688.0,1,1,1,Flood
INDOFLOODS-gauge-739-56,2006-08-23,2006-08-23,38.73,2006-08-23,1,3134.25,2006-08-23,3134.25,1,1,1,Severe Flood
INDOFLOODS-gauge-739-57,2006-09-05,2006-09-05,37.52,2006-09-05,1,1709.18,2006-09-05,1709.18,1,1,1,Flood
INDOFLOODS-gauge-739-58,2007-07-07,2007-07-08,39.71,2007-07-07,1,5706.54,2007-07-07,7556.54,2,1,2,Severe Flood
INDOFLOODS-gauge-739-59,2007-08-13,2007-08-14,38.88,2007-08-14,1,4773.5,2007-08-14,7074.3,2,2,1,Severe Flood
INDOFLOODS-gauge-739-60,2007-08-20,2007-08-21,39.53,2007-08-20,1,5061.68,2007-08-20,7179.45,2,1,2,Severe Flood
INDOFLOODS-gauge-739-61,2007-09-24,2007-09-26,39.75,2007-09-24,1,5779.28,2007-09-24,9865.9,3,1,3,Severe Flood
INDOFLOODS-gauge-739-62,2008-06-18,2008-06-19,39.34,2008-06-18,1,6327.81,2008-06-18,10245.42,2,1,2,Severe Flood
INDOFLOODS-gauge-739-63,2008-08-21,2008-08-21,37.49,2008-08-21,1,1117.6,2008-08-21,1117.6,1,1,1,Flood
INDOFLOODS-gauge-739-64,2008-09-18,2008-09-18,38.63,2008-09-18,1,3995.44,2008-09-18,3995.44,1,1,1,Severe Flood
INDOFLOODS-gauge-739-65,2009-07-21,2009-07-21,37.5,2009-07-21,1,1843.57,2009-07-21,1843.57,1,1,1,Flood
INDOFLOODS-gauge-739-66,2011-09-07,2011-09-07,37.47,2011-09-07,1,2277.37,2011-09-07,2277.37,1,1,1,Flood
INDOFLOODS-gauge-739-67,2011-09-16,2011-09-16,38.7,2011-09-16,1,3747.05,2011-09-16,3747.05,1,1,1,Severe Flood
INDOFLOODS-gauge-739-68,2011-09-22,2011-09-25,40.09,2011-09-23,1,7424.48,2011-09-23,19551.55,4,2,3,Severe Flood
INDOFLOODS-gauge-739-69,2013-07-27,2013-07-27,38.03,2013-07-27,1,2977.97,2013-07-27,2977.97,1,1,1,Flood
INDOFLOODS-gauge-739-70,2013-07-31,2013-07-31,38.24,2013-07-31,1,3242.1,2013-07-31,3242.1,1,1,1,Flood
INDOFLOODS-gauge-739-71,2013-08-21,2013-08-21,38.67,2013-08-21,1,3121.56,2013-08-21,3121.56,1,1,1,Severe Flood
INDOFLOODS-gauge-739-72,2013-09-20,2013-09-20,39.04,2013-09-20,1,3750.54,2013-09-20,3750.54,1,1,1,Severe Flood
INDOFLOODS-gauge-739-73,2013-10-13,2013-10-14,40.24,2013-10-14,1,4840.0,2013-10-14,6640.0,2,2,1,Severe Flood
INDOFLOODS-gauge-739-74,2014-07-21,2014-07-22,38.81,2014-07-22,1,3649.26,2014-07-22,7089.42,2,2,1,Severe Flood
INDOFLOODS-gauge-739-75,2014-08-05,2014-08-06,40.92,2014-08-05,1,7688.56,2014-08-05,11579.37,2,1,2,Severe Flood
INDOFLOODS-gauge-739-76,2014-08-10,2014-08-10,37.9,2014-08-10,1,738.21,2014-08-10,738.21,1,1,1,Flood
INDOFLOODS-gauge-739-77,2015-07-28,2015-07-29,38.65,2015-07-28,1,2381.88,2015-07-28,4691.34,2,1,2,Severe Flood
INDOFLOODS-gauge-739-78,2017-07-24,2017-07-25,38.35,2017-07-25,1,2506.3,2017-07-25,4512.6,2,2,1,Flood
INDOFLOODS-gauge-759-1,1991-08-13,1991-08-14,22.88,1991-08-14,1,9151.0,1991-08-14,15403.0,2,2,1,Flood
INDOFLOODS-gauge-759-2,1991-08-16,1991-08-16,22.61,1991-08-16,1,6685.0,1991-08-16,6685.0,1,1,1,Flood
INDOFLOODS-gauge-759-3,1994-07-11,1994-07-11,22.22,1994-07-11,1,6175.0,1994-07-11,6175.0,1,1,1,Flood
INDOFLOODS-gauge-759-4,1994-07-18,1994-07-18,22.18,1994-07-18,1,5662.0,1994-07-18,5662.0,1,1,1,Flood
INDOFLOODS-gauge-759-5,1994-07-22,1994-07-22,22.06,1994-07-22,1,5176.0,1994-07-22,5176.0,1,1,1,Flood
INDOFLOODS-gauge-759-6,1994-08-03,1994-08-07,22.34,1994-08-05,1,6227.0,1994-08-04,29098.0,5,3,3,Flood
INDOFLOODS-gauge-759-7,1994-08-30,1994-08-30,22.25,1994-08-30,1,5504.0,1994-08-30,5504.0,1,1,1,Flood
INDOFLOODS-gauge-759-8,1994-09-19,1994-09-20,22.86,1994-09-19,1,8952.0,1994-09-19,14855.0,2,1,2,Flood
INDOFLOODS-gauge-759-9,1997-08-06,1997-08-06,22.56,1997-08-06,1,7135.0,1997-08-06,7135.0,1,1,1,Flood
INDOFLOODS-gauge-759-10,1998-09-14,1998-09-14,22.04,1998-09-14,1,5173.0,1998-09-14,5173.0,1,1,1,Flood
INDOFLOODS-gauge-759-11,1999-08-10,1999-08-11,22.52,1999-08-10,1,7557.0,1999-08-10,12659.0,2,1,2,Flood
INDOFLOODS-gauge-759-12,1999-09-15,1999-09-17,22.4,1999-09-16,1,6616.0,1999-09-16,18022.0,3,2,2,Flood
INDOFLOODS-gauge-759-13,1999-10-31,1999-10-31,22.64,1999-10-31,1,8053.0,1999-10-31,8053.0,1,1,1,Flood
INDOFLOODS-gauge-759-14,2001-07-17,2001-07-18,22.64,2001-07-18,1,7516.4,2001-07-18,14364.56,2,2,1,Flood
INDOFLOODS-gauge-759-15,2001-07-20,2001-07-26,23.36,2001-07-25,1,10076.63,2001-07-25,56176.76,7,6,2,Severe Flood
INDOFLOODS-gauge-759-16,2001-09-03,2001-09-03,22.13,2001-09-03,1,6046.74,2001-09-03,6046.74,1,1,1,Flood
INDOFLOODS-gauge-759-17,2003-10-27,2003-10-27,22.14,2003-10-27,1,5621.84,2003-10-27,5621.84,1,1,1,Flood
INDOFLOODS-gauge-759-18,2005-07-30,2005-08-01,23.06,2005-07-31,1,10313.65,2005-07-31,26089.35,3,2,2,Severe Flood
INDOFLOODS-gauge-759-19,2006-08-24,2006-08-25,23.11,2006-08-24,1,9804.4,2006-08-24,16835.8,2,1,2,Severe Flood
INDOFLOODS-gauge-759-20,2007-08-22,2007-08-22,22.41,2007-08-22,1,7104.4,2007-08-22,7104.4,1,1,1,Flood
INDOFLOODS-gauge-759-21,2007-09-27,2007-09-28,22.59,2007-09-28,1,7567.73,2007-09-28,14270.4,2,2,1,Flood
INDOFLOODS-gauge-759-22,2008-09-18,2008-09-19,22.24,2008-09-19,1,7489.05,2008-09-19,14440.41,2,2,1,Flood
INDOFLOODS-gauge-759-23,2009-07-22,2009-07-22,22.29,2009-07-22,1,6465.84,2009-07-22,6465.84,1,1,1,Flood
INDOFLOODS-gauge-759-24,2011-09-07,2011-09-07,22.68,2011-09-07,1,6236.51,2011-09-07,6236.51,1,1,1,Flood
INDOFLOODS-gauge-759-25,2011-09-11,2011-09-11,22.44,2011-09-11,1,4400.0,2011-09-11,4400.0,1,1,1,Flood
INDOFLOODS-gauge-759-26,2011-09-22,2011-09-27,23.73,2011-09-26,1,10372.06,2011-09-26,44982.5,6,5,2,Severe Flood
INDOFLOODS-gauge-759-27,2014-08-06,2014-08-06,22.74,2014-08-06,1,7963.24,2014-08-06,7963.24,1,1,1,Flood
INDOFLOODS-gauge-759-28,2017-07-29,2017-07-30,22.52,2017-07-29,1,7017.4,2017-07-29,13737.89,2,1,2,Flood
INDOFLOODS-gauge-768-1,2014-05-27,2014-05-28,55.02,2014-05-27,1,500.65,2014-05-27,743.3,2,1,2,Severe Flood
INDOFLOODS-gauge-768-2,2014-07-16,2014-07-16,54.13,2014-07-16,1,159.08,2014-07-16,159.08,1,1,1,Flood
INDOFLOODS-gauge-768-3,2014-07-19,2014-07-25,55.71,2014-07-19,1,1522.55,2014-07-19,3997.19,7,1,7,Severe Flood
INDOFLOODS-gauge-768-4,2014-07-29,2014-09-25,56.6,2014-09-07,1,4250.0,2014-09-07,34936.44,59,41,19,Severe Flood
INDOFLOODS-gauge-768-5,2014-09-29,2014-09-29,54.17,2014-09-29,1,230.78,2014-09-29,230.78,1,1,1,Flood
INDOFLOODS-gauge-768-6,2014-10-11,2014-10-23,56.19,2014-10-13,1,2296.32,2014-10-13,8074.18,13,3,11,Severe Flood
INDOFLOODS-gauge-768-7,2014-10-29,2014-10-29,54.15,2014-10-29,1,246.96,2014-10-29,246.96,1,1,1,Flood
INDOFLOODS-gauge-768-8,2015-06-22,2015-06-22,54.67,2015-06-22,1,415.35,2015-06-22,415.35,1,1,1,Severe Flood
INDOFLOODS-gauge-768-9,2015-08-20,2015-08-20,54.14,2015-08-20,1,147.16,2015-08-20,147.16,1,1,1,Flood
INDOFLOODS-gauge-768-10,2015-08-22,2015-08-23,54.17,2015-08-23,1,166.0,2015-08-23,323.89,2,2,1,Flood
INDOFLOODS-gauge-768-11,2015-08-29,2015-09-01,54.36,2015-08-31,1,209.31,2015-08-31,705.64,4,3,2,Flood
INDOFLOODS-gauge-768-12,2015-09-07,2015-09-07,54.13,2015-09-07,1,109.44,2015-09-07,109.44,1,1,1,Flood
INDOFLOODS-gauge-768-13,2015-09-16,2015-09-29,55.11,2015-09-16,1,572.52,2015-09-16,4840.6,14,1,14,Severe Flood
INDOFLOODS-gauge-768-14,2016-07-03,2016-07-03,54.29,2016-07-03,1,122.0,2016-07-03,122.0,1,1,1,Flood
INDOFLOODS-gauge-768-15,2016-07-22,2016-07-22,54.3,2016-07-22,1,158.61,2016-07-22,158.61,1,1,1,Flood
INDOFLOODS-gauge-768-16,2016-08-02,2016-08-02,54.44,2016-08-02,1,195.77,2016-08-02,195.77,1,1,1,Flood
INDOFLOODS-gauge-768-17,2016-08-05,2016-08-09,55.1,2016-08-06,1,541.64,2016-08-06,1219.16,5,2,4,Severe Flood
INDOFLOODS-gauge-768-18,2016-08-13,2016-08-13,54.17,2016-08-13,1,148.92,2016-08-13,148.92,1,1,1,Flood
INDOFLOODS-gauge-768-19,2016-08-28,2016-08-28,54.13,2016-08-28,1,150.0,2016-08-28,150.0,1,1,1,Flood
INDOFLOODS-gauge-768-20,2016-09-03,2016-09-08,54.88,2016-09-03,1,239.16,2016-09-06,815.31,6,1,6,Severe Flood
INDOFLOODS-gauge-768-21,2016-09-12,2016-09-18,54.36,2016-09-12,1,156.32,2016-09-12,785.73,7,1,7,Flood
INDOFLOODS-gauge-768-22,2016-09-20,2016-09-21,54.32,2016-09-20,1,128.4,2016-09-20,222.66,2,1,2,Flood
INDOFLOODS-gauge-768-23,2016-09-24,2016-10-15,54.56,2016-10-02,1,193.0,2016-10-02,3207.96,22,9,14,Flood
INDOFLOODS-gauge-768-24,2017-06-23,2017-06-23,54.25,2017-06-23,1,129.1,2017-06-23,129.1,1,1,1,Flood
INDOFLOODS-gauge-768-25,2017-07-17,2017-07-22,55.78,2017-07-19,1,1340.0,2017-07-19,4540.4,6,3,4,Severe Flood
INDOFLOODS-gauge-768-26,2017-08-15,2017-08-15,54.3,2017-08-15,1,180.0,2017-08-15,180.0,1,1,1,Flood
INDOFLOODS-gauge-768-27,2017-08-17,2017-09-04,55.14,2017-08-29,1,716.7,2017-08-29,5111.08,19,13,7,Severe Flood
INDOFLOODS-gauge-768-28,2017-09-07,2017-09-08,54.22,2017-09-08,1,199.13,2017-09-08,360.13,2,2,1,Flood
INDOFLOODS-gauge-768-29,2017-09-10,2017-09-10,54.2,2017-09-10,1,191.9,2017-09-10,191.9,1,1,1,Flood
INDOFLOODS-gauge-768-30,2017-09-15,2017-09-15,54.21,2017-09-15,1,194.9,2017-09-15,194.9,1,1,1,Flood
INDOFLOODS-gauge-768-31,2017-09-18,2017-09-19,54.26,2017-09-18,1,202.3,2017-09-18,372.4,2,1,2,Flood
INDOFLOODS-gauge-768-32,2017-09-21,2017-09-22,54.55,2017-09-21,1,315.5,2017-09-21,507.4,2,1,2,Flood
INDOFLOODS-gauge-768-33,2017-09-26,2017-10-16,54.96,2017-10-08,1,463.0,2017-10-08,4788.2,21,13,9,Severe Flood
INDOFLOODS-gauge-768-34,2017-10-21,2017-11-03,55.09,2017-10-21,1,744.9,2017-10-21,4464.22,14,1,14,Severe Flood
INDOFLOODS-gauge-768-35,2017-11-20,2017-11-20,54.21,2017-11-20,1,178.56,2017-11-20,178.56,1,1,1,Flood
INDOFLOODS-gauge-768-36,2018-07-15,2018-07-15,55.28,2018-07-15,1,70.0,2018-07-15,70.0,1,1,1,Severe Flood
INDOFLOODS-gauge-768-37,2018-07-21,2018-07-22,54.55,2018-07-21,1,451.44,2018-07-22,875.48,2,1,2,Flood
INDOFLOODS-gauge-768-38,2018-08-01,2018-08-04,54.4,2018-08-04,1,241.65,2018-08-01,853.67,4,4,1,Flood
INDOFLOODS-gauge-768-39,2018-08-08,2018-09-14,55.4,2018-08-15,1,1003.0,2018-08-15,10461.27,38,8,31,Severe Flood
INDOFLOODS-gauge-768-40,2018-09-18,2018-10-03,54.63,2018-09-22,1,365.66,2018-09-22,3892.17,16,5,12,Severe Flood
INDOFLOODS-gauge-768-41,2018-10-12,2018-10-26,57.15,2018-10-12,1,3362.1,2018-10-12,8149.14,15,1,15,Severe Flood
INDOFLOODS-gauge-768-42,2019-08-07,2019-08-07,56.14,2019-08-07,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-768-43,2019-08-13,2019-08-13,54.33,2019-08-13,1,,,,1,1,1,Flood
INDOFLOODS-gauge-768-44,2019-10-24,2019-10-27,54.85,2019-10-24,1,,,,4,1,4,Severe Flood
INDOFLOODS-gauge-768-45,2019-11-01,2019-11-01,54.19,2019-11-01,1,,,,1,1,1,Flood
INDOFLOODS-gauge-786-1,2019-02-01,2019-02-05,289.5,2019-02-01,1,,,,5,1,5,Severe Flood
INDOFLOODS-gauge-786-2,2019-02-07,2019-03-13,288.54,2019-02-07,1,,,,35,1,35,Severe Flood
INDOFLOODS-gauge-814-1,1990-07-04,1990-07-04,258.25,1990-07-04,1,783.3,1990-07-04,783.3,1,1,1,Flood
INDOFLOODS-gauge-814-2,1990-08-05,1990-08-05,259.52,1990-08-05,1,862.6,1990-08-05,862.6,1,1,1,Severe Flood
INDOFLOODS-gauge-814-3,1992-09-08,1992-09-08,258.82,1992-09-08,1,2255.0,1992-09-08,2255.0,1,1,1,Flood
INDOFLOODS-gauge-830-1,1972-12-09,1972-12-10,126.6,1972-12-10,1,3900.0,1972-12-10,7675.0,2,2,1,Severe Flood
INDOFLOODS-gauge-830-2,1978-11-05,1978-11-05,126.52,1978-11-05,1,4078.6,1978-11-05,4078.6,1,1,1,Severe Flood
INDOFLOODS-gauge-830-3,1979-08-14,1979-08-14,126.44,1979-08-14,1,3750.0,1979-08-14,3750.0,1,1,1,Flood
INDOFLOODS-gauge-830-4,1980-07-05,1980-07-07,127.02,1980-07-06,1,4090.0,1980-07-06,10543.9,3,2,2,Severe Flood
INDOFLOODS-gauge-830-5,1980-07-11,1980-07-14,126.87,1980-07-11,1,4828.7,1980-07-11,14750.6,4,1,4,Severe Flood
INDOFLOODS-gauge-830-6,1980-08-01,1980-08-01,125.72,1980-08-01,1,2826.8,1980-08-01,2826.8,1,1,1,Flood
INDOFLOODS-gauge-830-7,1981-08-22,1981-08-22,125.99,1981-08-22,1,3025.0,1981-08-22,3025.0,1,1,1,Flood
INDOFLOODS-gauge-830-8,1981-09-13,1981-09-14,126.05,1981-09-13,1,3100.0,1981-09-13,5887.2,2,1,2,Flood
INDOFLOODS-gauge-830-9,1992-08-22,1992-08-23,125.8,1992-08-22,1,2122.0,1992-08-22,3952.0,2,1,2,Flood
INDOFLOODS-gauge-830-10,1994-07-31,1994-08-02,126.21,1994-08-02,1,2766.0,1994-08-02,6747.0,3,3,1,Flood
INDOFLOODS-gauge-830-11,1994-08-05,1994-08-06,125.82,1994-08-05,1,2056.0,1994-08-05,3955.0,2,1,2,Flood
INDOFLOODS-gauge-830-12,1994-11-07,1994-11-07,125.6,1994-11-07,1,1896.0,1994-11-07,1896.0,1,1,1,Flood
INDOFLOODS-gauge-830-13,2000-10-10,2000-10-11,127.09,2000-10-11,1,3140.0,2000-10-11,4820.0,2,2,1,Severe Flood
INDOFLOODS-gauge-830-14,2000-10-25,2000-10-26,125.72,2000-10-25,1,1697.0,2000-10-25,3298.0,2,1,2,Flood
INDOFLOODS-gauge-830-15,2005-10-24,2005-10-27,127.83,2005-10-25,1,6584.92,2005-10-25,17400.1,4,2,3,Severe Flood
INDOFLOODS-gauge-830-16,2005-11-03,2005-11-03,125.86,2005-11-03,1,2432.56,2005-11-03,2432.56,1,1,1,Flood
INDOFLOODS-gauge-830-17,2007-08-09,2007-08-13,126.86,2007-08-13,1,4201.82,2007-08-13,16559.86,5,5,1,Severe Flood
INDOFLOODS-gauge-830-18,2013-08-05,2013-08-06,126.46,2013-08-06,1,3074.24,2013-08-06,5252.51,2,2,1,Flood
INDOFLOODS-gauge-832-1,2019-08-07,2019-08-09,447.6,2019-08-08,1,,,,3,2,2,Severe Flood
INDOFLOODS-gauge-833-1,2017-06-17,2017-06-18,1496.43,2017-06-17,2,0.11,2017-06-17,0.22,2,1,2,Flood
INDOFLOODS-gauge-833-2,2017-07-04,2017-07-11,1496.6,2017-07-04,8,0.14,2017-07-04,1.12,8,1,8,Flood
INDOFLOODS-gauge-833-3,2018-01-11,2018-01-19,4485.0,2018-01-11,9,,,,9,1,9,Severe Flood
INDOFLOODS-gauge-833-4,2018-11-05,2018-11-05,1496.43,2018-11-05,1,1.12,2018-11-05,1.12,1,1,1,Flood
INDOFLOODS-gauge-833-5,2019-03-01,2019-03-04,2991.08,2019-03-02,1,,,,4,2,3,Severe Flood
INDOFLOODS-gauge-833-6,2019-08-08,2019-08-08,1496.65,2019-08-08,1,,,,1,1,1,Flood
INDOFLOODS-gauge-836-1,1979-11-12,1979-11-12,21.07,1979-11-12,1,2405.1,1979-11-12,2405.1,1,1,1,Severe Flood
